BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
42.2,,2015 LR,,Kenya,8.0,0.5,12.5,2015,13.0,25.0,,8.0,5.0,,39.3,id_9bbfb000,34.50765427,5.0,0.169383923,14.7
,,2017 LR,DK 90-89,Kenya,8.0,2.0,,2017,12.5,,,8.0,5.0,,,id_9bc012b6,34.64146589,,0.251842747,6.8
,,2018 LR,,Kenya,,0.2,,2018,,,,,,,,id_9bc22a3a,34.9323262,,0.8910582,
9.7,,2016 LR,,Kenya,8.0,0.25,0.0,2016,7.2,0.0,,,5.0,,15.05,id_9bc4ce34,34.5583774,,0.5819281,4.9
,,2016 LR,,Kenya,,0.03,,2016,,,,,,,,id_9bc4ce35,34.58127391,,0.060978459,
23.8,,2016 LR,,Kenya,8.0,1.0,25.0,2016,0.0,25.0,,,5.0,,21.5,id_9bc89bdf,34.59475913,,0.102815905,0.0
,,2018 LR,,Kenya,,0.25,,2018,18.4,,,,,,,id_9bd2694a,34.8641712,,0.9785515,12.0
,,2017 LR,,Kenya,8.0,0.25,10.0,2017,12.7,10.0,,8.0,5.0,,,id_9bd4ac0d,34.82423722,5.0,-0.679094228,16.8
,,2016 LR,PAN 691,Tanzania,6.0,3.5,21.0,2016,13.0,,,6.0,6.0,,,id_9bd71a25,35.6758363,6.0,-7.9532528,6.75
11.05,,2018 LR,dk8031,Kenya,6.0,0.5,3.0,2018,,3.0,,6.0,6.0,3/4/2018,9.85,id_9be3197e,34.75436597,6.0,0.419942073,
24.6,5.0,2018A,unknown,Rwanda,5.0,0.1235525,,2018,,12.0,0.0,5.0,5.0,10/7/2017,25.2,id_9be32885,28.95243033,5.0,-2.677554291,
12.6,,2018 LR,dk8031 localmaize,Kenya,6.0,1.0,,2018,,25.0,,6.0,6.0,3/15/2018,16.8,id_9be64dd2,34.64925755,6.0,-0.668477323,
5.55,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,8.0,,6.0,6.0,3/5/2018,2.25,id_9be6ab33,34.91046219,6.0,-0.403839666,
14.0,,2016 LR,DK_8031,Kenya,8.0,0.5,25.0,2016,7.4,25.0,,8.0,5.0,3/23/2016,11.0,id_9be7057a,34.53481649,5.0,-0.653769106,8.05
0.0,,2016 LR,H_6218,Kenya,8.0,0.5,25.0,2016,0.0,25.0,,,5.0,,0.0,id_9beac694,34.80764605,,0.185689796,0.0
26.0,,2016 LR,H_6213,Kenya,8.0,1.0,50.0,2016,19.8,50.0,,,5.0,4/10/2016,27.0,id_9bed768a,34.84661185,,0.612882223,15.9
47.42,,2015 LR,,Kenya,8.0,0.25,5.0,2015,21.35,10.0,,8.0,5.0,,50.25,id_9bf718f8,34.67190105,5.0,0.217297026,26.5
25.5,,2016 LR,DK_8031,Kenya,8.0,0.75,31.0,2016,12.65,31.0,,8.0,5.0,3/16/2016,30.5,id_9bf97edc,34.65547974,5.0,-0.67360462,13.65
,,2018 LR,,Kenya,,0.25,,2018,0.0,,,,,,,id_9bfcb74d,34.56161682,,0.144140731,5.6
,,2018 LR,,Kenya,,0.25,,2018,2.8,,,,,,,id_9bff6af9,34.44341888,,0.096698194,3.25
6.85,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/11/2018,8.0,id_9c0a43da,34.71012006,6.0,-0.446062247,
11.1,,2018 LR,h6213,Kenya,6.0,1.0,,2018,,,,6.0,6.0,1/6/2018,15.5,id_9c1102bc,34.95420251,6.0,-0.817774133,
46.0,,2015 LR,,Kenya,8.0,0.75,30.0,2015,29.05,37.5,,8.0,5.0,,51.8,id_9c1798ad,34.76457504,5.0,0.71315884,31.0
,,2018 LR,,Kenya,,0.5,,2018,2.5,,,,,,,id_9c1bb5db,34.64033517,,-0.577456204,3.0
39.7,,2018 LR,h6213,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,2/6/2018,31.15,id_9c1e312c,34.97751534,6.0,-0.592425439,
11.3,,2018 LR,Local_Seed,Tanzania,6.0,1.0,50.0,2018,6.4,50.0,,6.0,6.0,,9.6,id_9c21a185,35.8968014,6.0,-8.1104385,8.0
,,2018 LR,,Kenya,,0.125,,2018,6.6,,,,,,,id_9c2240a6,34.40009997,,0.221407224,10.0
21.4,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,3/13/2018,,id_9c228cd9,34.595838,6.0,0.1349262,
,,2018 LR,,Kenya,,0.25,,2018,7.4,,,,,,,id_9c276785,34.35597136,,0.050475651,10.3
31.2,,2016 LR,WH_509,Kenya,8.0,0.25,12.5,2016,13.95,12.5,,8.0,5.0,3/28/2016,22.9,id_9c27735f,34.56615972,5.0,0.57782067,10.0
34.2,,2016 LR,H_6213,Kenya,5.0,0.75,37.5,2016,18.2,37.5,,5.0,8.0,4/11/2016,32.0,id_9c2a58e9,34.91404038,8.0,0.828249866,20.6
,,2017 LR,SC DUMA 43,Kenya,8.0,2.0,,2017,9.1,,,8.0,5.0,,,id_9c2c6cbe,34.56486824,,0.22293443,10.2
18.0,,2016 LR,Local,Kenya,8.0,0.25,0.0,2016,10.15,5.0,,,5.0,2/15/2016,20.0,id_9c346689,34.91351169,,-0.896647913,8.45
28.0,,2018 LR,h6213,Kenya,6.0,0.8,,2018,,50.0,,6.0,6.0,3/5/2018,30.0,id_9c36fb79,35.0083257,6.0,0.2789313,
14.0,,2015A,DK,Rwanda,,0.2718155,,2015,,,,,,5-Oct-14,13.0,id_9c3791e4,29.29627658,,-2.263545878,
,,2017 LR,,Kenya,8.0,0.25,10.0,2017,13.2,10.0,,8.0,5.0,,,id_9c3b198f,34.79409644,5.0,-0.490270301,11.7
25.0,,2016 LR,Other_Hybrid,Kenya,8.0,0.25,10.0,2016,10.5,0.0,,,5.0,4/18/2016,21.0,id_9c3c3096,34.56965457,,0.583759989,16.0
,,2018 LR,,Kenya,,0.25,,2018,2.15,,,,,,,id_9c3cccc0,34.974463,,0.9814518,4.9
,,2018 LR,,Kenya,,1.0,,2018,12.7,,,,,,,id_9c4023fe,34.29168759,,0.109554417,13.05
32.6,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/22/2018,29.21,id_9c42b313,35.074329,6.0,0.7188374,
28.8,,2016 LR,H_6213,Kenya,5.0,0.5,25.0,2016,8.9,25.0,,5.0,8.0,3/18/2016,17.05,id_9c4784ff,34.8853268,8.0,-0.535285339,14.5
,,2018 LR,,Kenya,,0.0625,,2018,2.7,,,,,,,id_9c47f5b1,34.33281138,,0.086278346,3.75
21.25,5.0,2018B,sc_403,Rwanda,5.0,0.2223945,,2018,20.0,5.0,0.0,5.0,5.0,2/25/2018,16.55,id_9c59642f,29.92269861,5.0,-2.423584783,2.75
,,2017 LR,,Kenya,,0.25,,2017,,,,,,,,id_9c598e72,34.93212411,,0.438240892,
,,2017 LR,,Kenya,8.0,0.4,0.0,2017,19.0,25.0,,8.0,5.0,,,id_9c59e784,34.98912822,5.0,0.028034077,17.2
,,2018 LR,,Kenya,,1.5,,2018,19.4,,,,,,,id_9c5a9689,34.43209939,,0.809857135,20.65
0.0,,2015 LR,,Kenya,8.0,0.75,6.0,2015,0.0,10.0,,8.0,5.0,,0.0,id_9c5cf909,34.55848621,5.0,0.581863204,0.0
,,2018 LR,,Kenya,,0.25,,2018,19.15,,,,,,,id_9c64c716,34.61884919,,0.06741426,17.8
,,2018 LR,,Kenya,,1.0,,2018,0.0,,,,,,,id_9c68629b,34.48332892,,0.738964481,3.65
,,2017 LR,,Kenya,8.0,0.25,12.5,2017,25.4,12.5,,8.0,5.0,,,id_9c6bde95,34.70914178,5.0,0.521120146,24.85
2.5,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,10.0,,6.0,6.0,3/11/2018,2.95,id_9c6c4618,34.6267009,6.0,0.118153501,
,,2018 LR,,Kenya,,0.25,,2018,9.75,,,,,,,id_9c6ca3e8,34.70353489,,0.008561947,5.1
31.3,,2016 LR,,Kenya,8.0,0.25,8.0,2016,6.5,10.0,,,5.0,,14.6,id_9c6e9b1e,34.6108498,,0.614891561,13.8
30.35,,2016 LR,H_614D,Kenya,5.0,0.25,12.0,2016,12.35,12.0,,5.0,8.0,3/25/2016,25.7,id_9c6fddb2,34.78726622,8.0,0.139496228,15.45
,,2018 LR,,Kenya,,1.25,,2018,12.4,,,,,,,id_9c70a28f,34.77437212,,1.120040561,11.3
34.1,,2018 LR,h6213 otherhybrid,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/24/2018,23.9,id_9c74f774,34.6679789,6.0,0.7202686,
15.0,,2015A,DK,Rwanda,,0.0741315,,2015,,,,,,5-Oct-14,20.0,id_9c7c5831,29.29411482,,-2.157370274,
24.25,,2018 LR,h6218,Kenya,6.0,0.25,8.5,2018,,12.5,,6.0,6.0,2/28/2018,22.45,id_9c800671,34.73389816,6.0,-0.876914752,
32.25,,2016 LR,,Kenya,8.0,0.25,4.0,2016,7.7,5.0,,,5.0,,30.7,id_9c8184d4,34.8189302,,0.268622395,6.05
,,2017 LR,,Kenya,8.0,1.0,75.0,2017,20.6,75.0,,8.0,5.0,,,id_9c8bbeea,34.88690601,5.0,0.827048761,18.85
,,2018 LR,,Kenya,,0.5,,2018,14.85,,,,,,,id_9c8bfa6c,34.5947416,,0.7862519,15.05
14.6,,2015 LR,KS 625,Tanzania,6.0,0.5,,2015,,,,6.0,6.0,,,id_9c8f8e06,35.6244481,6.0,-7.9421103,7.1
,,2018 LR,,Kenya,,0.5,,2018,8.75,,,,,,,id_9c9860e6,35.0613744,,0.3534495,12.5
14.0,,2016 LR,Local,Kenya,8.0,0.125,0.0,2016,8.0,2.0,,,5.0,1/6/2016,12.0,id_9c9f07f8,34.87366744,,-0.82652127,9.12
36.5,,2015 LR,,Kenya,8.0,0.25,3.0,2015,14.4,10.0,,8.0,5.0,,30.0,id_9c9f0c16,34.57790032,5.0,-0.715176821,16.55
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,19.15,25.0,,8.0,5.0,,,id_9c9fc28d,34.44870443,5.0,0.223019207,7.4
19.95,,2018 LR,,Kenya,6.0,0.25,,2018,,,,6.0,6.0,,16.1,id_9ca0163e,37.1832168,6.0,-0.5369165,
6.6,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,8.0,,6.0,6.0,3/27/2018,11.5,id_9ca78583,34.30561966,6.0,0.119399025,
20.24,,2016 LR,H_6213,Kenya,8.0,0.25,10.0,2016,12.14,10.0,,,5.0,,21.35,id_9ca7a560,34.52901213,,-1.054601372,11.0
23.65,,2018 LR,h6213,Kenya,6.0,0.5,6.0,2018,,6.0,,6.0,6.0,3/11/2018,26.15,id_9cae8762,34.71895959,6.0,0.177504492,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,,2017,15.95,,,8.0,5.0,,,id_9cb10350,34.18477447,,0.314227715,13.1
19.7,,2018 LR,Panner_691 Dk_8053,Tanzania,6.0,2.0,75.0,2018,0.0,75.0,,6.0,6.0,,20.1,id_9cb13890,35.6999499,6.0,-7.8722722,0.0
,,2018 LR,,Kenya,,0.5,,2018,0.0,,,,,,,id_9cb1964f,34.8708103,,-0.32679908,0.0
,,2017 LR,DK 90-89,Kenya,8.0,0.25,,2017,1.9,,,8.0,5.0,,,id_9cb1e358,34.43644158,,0.276387348,2.4
19.4,,2018 LR,DK 8053,Tanzania,6.0,1.0,,2018,3.9,,,6.0,6.0,,5.6,id_9cb237dd,35.7410561,6.0,-7.91569,17.0
41.3,,2016 LR,,Kenya,8.0,0.5,25.0,2016,22.6,25.0,,8.0,5.0,,30.35,id_9cb94a3c,34.79184737,5.0,0.814280916,14.2
24.05,,2018 LR,otherhybrid,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/9/2018,34.4,id_9cbd4ca7,34.49497342,6.0,0.772755146,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,,2017,10.0,,,8.0,5.0,,,id_9cbdbf51,34.33624594,,0.321319908,9.8
24.8,,2015 LR,,Kenya,8.0,0.5,0.0,2015,5.85,25.0,,8.0,5.0,,11.9,id_9cc0f870,34.34687929,5.0,0.364951473,12.9
,,2017 LR,H 6213,Kenya,8.0,1.0,50.0,2017,7.85,50.0,,8.0,5.0,,,id_9cc207cf,34.69936587,5.0,0.794954275,4.5
16.6,,2018 LR,h614d,Kenya,6.0,0.2,,2018,,4.0,,6.0,6.0,4/15/2018,23.35,id_9cc2eb38,34.8844291,6.0,0.8996243,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,25.0,2017,17.8,25.0,,8.0,5.0,,,id_9cc2fd88,34.506175,5.0,-1.0169357,16.15
12.7,1.0,2018A,opv_unknown,Rwanda,5.0,0.1235525,,2018,,2.0,0.0,5.0,5.0,10/2/2017,11.5,id_9cccb55f,29.23127868,5.0,-2.407391554,
23.14,,2018 LR,h6213,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,4/7/2018,19.42,id_9ccf8d76,35.0742793,6.0,0.7035521,
0.0,,2016 LR,,Kenya,8.0,0.5,25.0,2016,0.0,25.0,,,5.0,,0.0,id_9cd16834,34.51711377,,0.652532683,0.0
,,2017 LR,H 6213,Kenya,8.0,0.5,,2017,15.6,,,8.0,5.0,,,id_9cd1cd43,34.5078416,,0.7587109,16.0
,,2018 LR,,Kenya,,0.5,,2018,5.2,,,,,,,id_9cd431da,34.68958695,,-0.561723104,6.45
13.1,,2018 LR,Panner_691,Tanzania,6.0,1.0,50.0,2018,8.1,50.0,,6.0,6.0,,10.0,id_9cd845fe,35.7469869,6.0,-7.8309866,11.6
21.6,,2018 LR,,Tanzania,6.0,2.0,,2018,17.2,,,6.0,6.0,,20.5,id_9cdcee1e,35.5325663,6.0,-7.8259686,18.0
,,2017 LR,H 614D,Kenya,8.0,0.75,62.5,2017,11.0,50.0,,8.0,5.0,,,id_9cdfeb04,34.77409837,5.0,0.54517116,10.65
18.0,,2016 LR,SC_DUMA_43,Kenya,8.0,0.5,25.0,2016,13.0,25.0,,8.0,5.0,4/10/2016,22.0,id_9ce3a1da,35.01458048,5.0,-0.417488433,11.5
13.3,,2018 LR,h6213,Kenya,6.0,0.0625,,2018,,12.0,,6.0,6.0,2/28/2018,15.0,id_9ceafb25,34.8676562,6.0,-0.905027128,
,,2018 LR,,Kenya,,0.75,,2018,10.3,,,,,,,id_9cf043bb,34.99978824,,-0.393909694,11.75
26.5,,2015 LR,,Kenya,8.0,0.5,0.0,2015,11.4,25.0,,8.0,5.0,,27.15,id_9cf4375f,34.570802,5.0,0.149987179,12.6
68.25,,2015 LR,,Kenya,8.0,0.5,12.5,2015,30.85,25.0,,8.0,5.0,,69.5,id_9cf47941,34.77075709,5.0,0.759033387,37.4
18.65,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,2.0,,6.0,6.0,2/20/2018,18.75,id_9cf853ba,34.6378829,6.0,0.0529918,
17.4,,2015 LR,,Kenya,8.0,0.5,8.0,2015,16.95,12.5,,8.0,5.0,,24.05,id_9cf8ef40,34.78310066,5.0,-0.583577804,12.25
,,2018 LR,,Kenya,,0.125,,2018,1.95,,,,,,,id_9cf93643,34.89591204,,-0.397111154,3.01
,,2018 LR,,Kenya,,0.25,,2018,12.26,,,,,,,id_9cfa5056,35.062648,,0.7204909,12.19
11.5,2.5,2018A,unknown,Rwanda,5.0,0.1235525,,2018,,5.0,0.0,5.0,5.0,10/5/2017,10.5,id_9d013cfe,28.94288674,5.0,-2.605939505,
,,2017 LR,,Kenya,8.0,1.0,50.0,2017,8.15,50.0,,8.0,5.0,,,id_9d04d73c,34.61073001,5.0,0.182859013,7.55
31.5,,2015A,,Rwanda,,0.049421,,2015,,,,,,15-Sep-14,31.5,id_9d061c64,28.93280662,,-2.477929052,
32.0,,2018 LR,dk90-89,Kenya,6.0,0.25,10.0,2018,,10.0,,6.0,6.0,3/15/2018,22.05,id_9d073ce1,34.5298154,6.0,0.2056636,
,,2018 LR,,Kenya,,1.0,,2018,4.0,,,,,,,id_9d08b849,34.5361539,,0.4895875,4.45
,,2017 LR,DK 8031,Kenya,8.0,0.25,10.0,2017,6.3,10.0,,8.0,5.0,,,id_9d15700c,34.5090424,5.0,0.1496017,5.85
17.0,,2015 LR,,Kenya,8.0,1.0,0.0,2015,9.9,4.0,,8.0,5.0,,9.5,id_9d165cfb,34.17570488,5.0,0.430351913,4.5
18.8,,2018 LR,dk8031,Kenya,6.0,0.75,25.0,2018,,25.0,,6.0,6.0,3/18/2018,20.3,id_9d165db3,34.40481891,6.0,0.218372562,
,,2018 LR,,Tanzania,,2.0,,2018,,,,,,,,id_9d1a4917,35.6989085,,-7.8731071,
21.0,,2016 LR,DK_8031,Kenya,8.0,0.5,20.0,2016,4.6,25.0,,8.0,5.0,4/1/2016,7.0,id_9d2164f6,34.2374388,5.0,0.27642819,11.65
21.0,2.0,2016A,,Rwanda,43.0,1.284946,,2016,,3.0,,23.0,21.0,9/10/2015,23.0,id_9d255615,29.30362923,10.0,-1.9028225,
,,2018 LR,,Kenya,,0.5,,2018,14.6,,,,,,,id_9d2664d4,34.533235,,0.3248852,12.1
43.55,,2018 LR,h614d,Kenya,6.0,0.75,,2018,,37.5,,6.0,6.0,3/4/2018,38.05,id_9d2ad5fd,34.6133435,6.0,0.7967102,
46.95,,2018 LR,wh505,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/9/2018,45.45,id_9d2eacec,34.95118271,6.0,-0.237414498,
22.3,,2016 LR,H_6213,Kenya,5.0,0.5,25.0,2016,17.5,25.0,,5.0,8.0,,28.6,id_9d312810,34.90096298,8.0,0.827654004,12.9
,,2017 LR,,Kenya,8.0,0.5,0.0,2017,4.0,0.0,,8.0,5.0,,,id_9d32944c,34.4407943,5.0,-0.0217581,6.06
33.7,,2015 LR,,Kenya,8.0,0.75,0.0,2015,17.55,37.5,,8.0,5.0,,23.3,id_9d3afaa5,34.44910753,5.0,0.058562495,15.4
22.7,,2016 LR,H 6213,Kenya,8.0,0.75,37.5,2016,11.15,37.5,,8.0,5.0,,30.4,id_9d3b720a,34.78459955,5.0,0.719770641,15.2
39.55,,2016 LR,,Kenya,5.0,0.5,25.0,2016,18.7,27.0,,5.0,8.0,,32.9,id_9d47e308,34.78697025,8.0,0.643201433,21.6
13.0,,2018 LR,otherhybrid,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/30/2018,15.0,id_9d4c5d5a,35.1267986,6.0,-0.312261735,
,,2018 LR,,Kenya,,4.0,,2018,,,,,,,,id_9d4d6b73,35.0174666,,0.7860322,
8.0,,2015B,NSP,Rwanda,,0.0247105,,2015,,,,,,12-Jan-15,3.0,id_9d4e1f2e,29.87000829,,-2.395520028,
10.9,,2018 LR,scduma43,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/17/2018,9.95,id_9d5047b4,34.39736045,6.0,-0.970820021,
,,2017 LR,,Kenya,8.0,0.25,0.0,2017,4.6,0.0,,8.0,5.0,,,id_9d50efbc,34.37417497,5.0,0.047031113,4.35
5.89,0.0,2017B,,Rwanda,5.0,0.1235525,,2017,,1.5,0.0,5.0,5.0,2/23/2017,3.0,id_9d549926,30.35578009,5.0,-1.594008309,
20.75,,2018 LR,scduma43,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/8/2018,20.55,id_9d57bab1,34.5191575,6.0,-0.0148216,
14.6,,2018 LR,h614d,Kenya,6.0,0.25,3.0,2018,,4.0,,6.0,6.0,3/13/2018,13.65,id_9d6573df,34.4833257,6.0,0.1880419,
,,2017 LR,,Kenya,8.0,0.5,,2017,14.5,,,8.0,5.0,,,id_9d65a23b,34.92424502,,-0.869856083,25.0
,,2018 LR,,Kenya,,0.5,,2018,15.65,,,,,,,id_9d6f0ccc,34.7200348,,0.8206738,11.25
33.85,,2015 LR,,Kenya,8.0,0.5,25.0,2015,16.35,12.5,,8.0,5.0,,31.4,id_9d6f1131,34.76183076,5.0,-0.585828876,17.8
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,0.0,2017,4.6,10.0,,8.0,5.0,,,id_9d722048,34.44521248,5.0,0.056012014,4.35
,,2018 LR,,Kenya,,0.75,,2018,14.9,,,,,,,id_9d7667a4,34.63726772,,-0.441632508,19.35
,,2018 LR,,Kenya,,0.5,,2018,9.35,,,,,,,id_9d77a7dc,34.694231,,0.2627687,9.15
,,2018 LR,,Kenya,,0.75,,2018,0.0,,,,,,,id_9d7be98e,34.52605417,,0.596731149,7.25
39.2,,2015 LR,,Kenya,8.0,0.75,0.0,2015,19.4,37.5,,8.0,5.0,,25.9,id_9d805bbd,34.35019525,5.0,0.142468494,15.8
42.9,,2018 LR,,Kenya,6.0,0.5,,2018,,,,6.0,6.0,,21.75,id_9d85375d,37.0363423,6.0,-0.5463213,
15.6,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,,,6.0,6.0,3/17/2018,24.0,id_9d8e9751,34.3340512,6.0,0.1024864,
19.65,,2018 LR,scpundamilia53,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/10/2018,24.05,id_9d8f8098,34.351406,6.0,0.1207461,
,,2017 LR,H 6213,Kenya,8.0,1.0,50.0,2017,30.5,50.0,,8.0,5.0,,,id_9d905437,35.06344854,5.0,-0.447244869,23.0
,,2016 LR,H_614D,Kenya,8.0,0.75,25.0,2016,11.6,25.0,,,5.0,4/5/2016,,id_9d94a62e,34.63356962,,0.641999912,16.1
8.0,,2018 LR,dk8031,Kenya,6.0,0.75,,2018,,39.0,,6.0,6.0,3/15/2018,8.5,id_9d98d307,34.1775313,6.0,0.279033,
,,2017 LR,,Kenya,8.0,0.25,,2017,12.75,,,8.0,5.0,,,id_9d9af034,34.27222384,,0.246254776,10.1
,,2017 LR,WH 505,Kenya,5.0,0.5,,2017,7.45,,,5.0,8.0,,,id_9d9b9ca6,34.54058158,,0.193056266,9.25
,,2018 LR,,Kenya,,0.5625,,2018,2.4,,,,,,,id_9d9bf6a7,34.36682677,,-0.964107248,11.0
7.2,2.5,2018B,pan_4m2,Rwanda,5.0,0.266873405,,2018,,5.0,0.0,5.0,5.0,3/5/2018,7.5,id_9d9e098a,30.56213796,5.0,-1.951314077,3.099999905
14.0,,2016 LR,DK_8031,Kenya,8.0,0.25,12.5,2016,8.5,12.5,,8.0,5.0,4/16/2016,18.0,id_9da3abfc,34.99793306,5.0,-0.365167631,7.5
,,2017 LR,,Kenya,8.0,0.125,,2017,13.0,,,8.0,5.0,,,id_9da742b1,34.49030759,,-0.76593884,21.0
42.05,,2016 LR,H_6213,Kenya,5.0,0.5,25.0,2016,33.45,25.0,,5.0,8.0,4/6/2016,48.1,id_9dabae5a,34.90772925,8.0,0.732869683,30.8
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,12.58,25.0,,8.0,5.0,,,id_9db4f59b,34.52792111,5.0,0.681591138,7.2
25.9,,2018 LR,h6213,Kenya,6.0,0.4,,2018,,25.0,,6.0,6.0,3/23/2018,21.4,id_9db5637d,35.0071698,6.0,0.9228022,
6.9,,2016 LR,Local,Kenya,8.0,0.5,0.0,2016,3.75,5.0,,,5.0,3/31/2016,8.1,id_9dbe1948,34.50323769,,-0.891649263,3.7
30.01,,2018 LR,scpundamilia53,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/25/2018,30.8,id_9dc09e5b,34.89583952,6.0,-0.396920872,
16.0,,2016A,,Rwanda,5.0,1.729735,,2016,,0.25,,5.0,5.0,1/28/2016,19.0,id_9dc32c8b,30.26911502,5.0,-1.605152221,
47.6,,2016 LR,PAN_691,Kenya,8.0,0.5,25.0,2016,22.45,25.0,,8.0,5.0,4/16/2016,45.55,id_9dc4b912,35.39358603,5.0,0.003956513,25.4
,,2018 LR,,Kenya,,0.25,,2018,16.23,,,,,,,id_9dc4f39f,34.77053596,,-0.673732637,12.25
14.5,,2018 LR,dk8031,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/15/2018,15.15,id_9dc5b39b,34.3884009,6.0,0.7105499,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,50.0,2017,43.0,50.0,,8.0,5.0,,,id_9dca2df5,34.72186893,5.0,-0.663933131,55.0
,,2018 LR,,Kenya,,0.125,,2018,17.25,,,,,,,id_9dcc0552,34.77353635,,-0.593595195,12.65
,,2018 LR,,Kenya,,0.25,,2018,21.85,,,,,,,id_9dd00a08,34.7684408,,0.8480717,24.8
,,2018 LR,,Kenya,,1.25,,2018,15.75,,,,,,,id_9dd034d7,34.86119843,,0.46907295,19.2
,,2017 LR,H 6213,Kenya,8.0,0.5,,2017,26.17,,,8.0,5.0,,,id_9dd12347,34.79113165,,-0.770149596,24.61
18.3,,2015 LR,,Kenya,8.0,0.5,0.0,2015,9.4,8.0,,8.0,5.0,,20.9,id_9dd3a653,34.80461536,5.0,0.694161221,7.9
10.45,,2016 LR,H_614D,Kenya,8.0,0.25,10.0,2016,6.45,10.0,,,5.0,4/2/2016,11.75,id_9dd5d03e,34.72702633,,0.547872607,4.95
,,2017 LR,WH 505,Kenya,8.0,0.75,,2017,7.4,,,8.0,5.0,,,id_9ddd7063,34.73486688,,0.034965673,9.1
,,2017 LR,,Kenya,8.0,0.25,12.5,2017,21.55,12.5,,8.0,5.0,,,id_9ddda897,34.33825174,5.0,-0.011009494,15.3
,,2017 LR,DK 8031,Kenya,8.0,1.5,100.0,2017,19.25,100.0,,8.0,5.0,,,id_9dde4bd0,35.01895039,5.0,1.030536129,20.35
20.0,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,10.0,,6.0,6.0,2/27/2018,18.0,id_9ddf44fa,34.73815419,6.0,-0.45589817,
,,2018 LR,,Kenya,,0.5,,2018,18.35,,,,,,,id_9de1a2c6,34.7494772,,-0.519171939,11.45
,,2017 LR,,Kenya,8.0,0.75,15.0,2017,22.9,20.0,,8.0,5.0,,,id_9de30a17,34.48406819,5.0,0.205938892,25.6
15.54,,2018 LR,,Kenya,6.0,0.125,,2018,,,,6.0,6.0,,17.05,id_9de3ebf2,34.6660772,6.0,0.0798419,
12.6,,2015 LR,,Kenya,8.0,1.25,,2015,17.8,,,8.0,5.0,,25.55,id_9de77cbe,34.50097343,5.0,-1.008263323,6.5
,,2018 LR,,Kenya,,0.25,,2018,,,,,,,,id_9de7c421,34.7703632,,0.594212,
8.0,2.0,2015B,PAN 4M21,Rwanda,,0.1532051,,2015,,4.0,,,,22-Feb-15,8.0,id_9df04037,30.31551618,,-1.675803851,
,,2017 LR,DK 8031,Kenya,8.0,0.5,21.0,2017,8.0,25.0,,8.0,5.0,,,id_9df8d8e1,34.40018311,5.0,0.075145616,10.52
,,2018 LR,,Kenya,,0.25,,2018,22.6,,,,,,,id_9dfa39a4,34.75182619,,-0.672209049,19.35
26.4,,2018 LR,dk8031,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/2/2018,32.4,id_9dfab471,34.61521864,6.0,0.021036363,
12.0,3.0,2018A,hybrid_unknown,Rwanda,5.0,0.1235525,,2018,,3.0,0.0,5.0,5.0,10/25/2017,16.0,id_9dfc12a8,29.10876428,5.0,-2.406034257,
,,2018 LR,,Kenya,,0.125,,2018,,,,,,,,id_9dffce35,34.1217166,,0.4293614,
20.75,,2016 LR,PAN_691,Kenya,5.0,0.5,25.0,2016,17.75,25.0,,5.0,8.0,4/4/2016,23.0,id_9e00cbe6,34.77399339,8.0,0.672850236,15.6
